relative_path,category,filename,size_bytes,modified_utc,years_in_filename,has_post_mz,same_basename_count,audience,display_title,icd10_primary,icd_count,audience_confidence,protocol_kind,scope_label_ru
minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Медицинская_реабилитация_пациентов_с_инсультом_вз_нас_пост_МЗ_2026_7.pdf,nevrologiya-neyrokhirurgiya,КП_Медицинская_реабилитация_пациентов_с_инсультом_вз_нас_пост_МЗ_2026_7.pdf,353436,2026-05-30T13:54:23Z,2026,yes,1,adult,Медицинская реабилитация пациентов с инсультом вз нас пост. МЗ 2026 7,I60|I61|I62|I63|I64|I69,6,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Медицинская_реабилитация_пациентов_с_травмами_спинного_мозга_взр_нас_пост_МЗ_2020_85.pdf,nevrologiya-neyrokhirurgiya,КП_Медицинская_реабилитация_пациентов_с_травмами_спинного_мозга_взр_нас_пост_МЗ_2020_85.pdf,451196,2026-05-30T13:54:24Z,2020,yes,2,adult,Медицинская реабилитация пациентов с травмами спинного мозга взрослое население пост. МЗ 2020 85,N31|S14|S14.0|S14.1|S24|S24.0|S24.1|S34|S34.0|S34.1|S34.3|T91.3,17,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Нейрохирургическое_лечение_первичных_опухолей_головного_мозга_детс_население_стац_условиях_пост_МЗ_12.09.2023_134.pdf,nevrologiya-neyrokhirurgiya,КП_Нейрохирургическое_лечение_первичных_опухолей_головного_мозга_детс_население_стац_условиях_пост_МЗ_12.09.2023_134.pdf,193740,2026-05-30T13:54:24Z,2023,yes,1,pediatric,Нейрохирургическое лечение первичных опухолей головного мозга детс население стационарных условияхиях пост. МЗ 12.09.2023 134,B24,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Оказание_медпомощи_пациентам_дет_возр_со_спинальной_мышечной_атрофией_пост_МЗ_05.05.2023_№73.pdf,nevrologiya-neyrokhirurgiya,КП_Оказание_медпомощи_пациентам_дет_возр_со_спинальной_мышечной_атрофией_пост_МЗ_05.05.2023_№73.pdf,173983,2026-05-30T13:54:24Z,2023,yes,1,pediatric,Оказание медпомощи пациентам дет возр со спинальной мышечной атрофией пост. МЗ 05.05.2023 №73,G12|G12.0|G12.1,3,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/nevrologiya-neyrokhirurgiya/КП_Организация кетогенной диеты для лечения фармакорезистентной эпилепсии у пациентов детского возраста_пост_МЗ_31_12_2021_№135.pdf,nevrologiya-neyrokhirurgiya,КП_Организация кетогенной диеты для лечения фармакорезистентной эпилепсии у пациентов детского возраста_пост_МЗ_31_12_2021_№135.pdf,161504,2026-05-30T13:54:25Z,2021,yes,1,pediatric,Организация кетогенной диеты для лечения фармакорезистентной эпилепсии у пациентов детского возраста пост. МЗ 31.12.2021 №135,G40|R64|E61.8|E80,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/nevrologiya-neyrokhirurgiya/Протоколы медицинской реабилитации детей с болезнями нервной системы 18.02.2011 №172.pdf,nevrologiya-neyrokhirurgiya,Протоколы медицинской реабилитации детей с болезнями нервной системы 18.02.2011 №172.pdf,312191,2026-05-30T13:54:25Z,2011,no,1,pediatric,Протоколы медицинской реабилитации детей с болезнями нервной системы 18.02.2011 №172,G80.0|G80.1|G80.8|G82.4|Q02|Q04|G09|S06|I60|I68|I69|G81.1,16,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП Алгоритмы диагностики и лечения злокач. новообр пост. МЗ РБ от 06.07.2018 №60.pdf,novoobrazovaniya,КП Алгоритмы диагностики и лечения злокач. новообр пост. МЗ РБ от 06.07.2018 №60.pdf,6849990,2026-04-04T09:39:38Z,2018,no,2,any,Алгоритмы диагностики и лечения злокач. новообр пост. МЗ РБ от 06.07.2018 №60,C06|C07,57,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП Лечение и медицинская реабилитация детей с нарушениями слуха 23.08.2019 № 88.pdf,novoobrazovaniya,КП Лечение и медицинская реабилитация детей с нарушениями слуха 23.08.2019 № 88.pdf,378209,2026-05-30T13:54:26Z,2019,no,2,pediatric,Лечение и медицинская реабилитация детей с нарушениями слуха 23.08.2019 №88,Q16|D14,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП диагностики и лечения больных с патологией системы кроветворения 274.pdf,novoobrazovaniya,КП диагностики и лечения больных с патологией системы кроветворения 274.pdf,244507,2026-05-30T13:54:26Z,,no,2,any,диагностики и лечения больных с патологией системы кроветворения 274,D47.1|D50.0|D50.1|D51|D52|D53|D58.0|D59.0|D61.1|D61.2|D61.3|D68,27,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП диагностики и лечения пациентов с хроническим миелолейкозом_31.05.2012 № 662.pdf,novoobrazovaniya,КП диагностики и лечения пациентов с хроническим миелолейкозом_31.05.2012 № 662.pdf,548165,2026-05-30T13:54:26Z,2012,no,2,any,диагностики и лечения пациентов с хроническим миелолейкозом 31.05.2012 №662,C92.1,1,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП лечения пациентов множественной миеломой с помощью высокодозной химиотерапии_31.05.2012 № 662.pdf,novoobrazovaniya,КП лечения пациентов множественной миеломой с помощью высокодозной химиотерапии_31.05.2012 № 662.pdf,498538,2026-05-30T13:54:27Z,2012,no,3,any,лечения пациентов множественной миеломой с помощью высокодозной химиотерапии 31.05.2012 №662,C90.0,1,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП медицинской реабилитации пациентов после хирургического лечения новообразований органов желудочно-кишечного тракта04.08.2011 №789.pdf,novoobrazovaniya,КП медицинской реабилитации пациентов после хирургического лечения новообразований органов желудочно-кишечного тракта04.08.2011 №789.pdf,506794,2026-05-30T13:54:27Z,2011,no,2,any,медицинской реабилитации пациентов после хирургического лечения новообразований органов желудочно-кишечного тракта04.08.2011 №789,,0,default,rehabilitation,Реабилитация (широкий охват МКБ)
minzdrav_protocols/novoobrazovaniya/КП наблюдения пациентов имеющих предрасположенность к злокачественным новообразованиям 27.12.2007_1018.pdf,novoobrazovaniya,КП наблюдения пациентов имеющих предрасположенность к злокачественным новообразованиям 27.12.2007_1018.pdf,1036364,2026-05-30T13:54:28Z,2007,no,1,adult,наблюдения пациентов имеющих предрасположенность к злокачественным новообразованиям 27.12.2007 1018,D30.3|P25|Q24.13|Q22.3|Q13.3,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Диагностика_и_лечение_детей_с_онкологическими_и_гематологическими_заболеваниями_пост_МЗ_РБ_05.12.2022_113.pdf,novoobrazovaniya,КП_Диагностика_и_лечение_детей_с_онкологическими_и_гематологическими_заболеваниями_пост_МЗ_РБ_05.12.2022_113.pdf,1380439,2026-05-30T13:54:29Z,2022,yes,3,pediatric,Диагностика и лечение детей с онкологическими и гематологическими заболеваниями пост. МЗ РБ 05.12.2022 113,Q22|P13|D69.3|D61.0|D61|Z94.8|Q31|Q32|Q23|Q21|P21|Q36,25,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_миелодиспластическими_синдромами_пост_МЗ_05.032024_45.pdf,novoobrazovaniya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_миелодиспластическими_синдромами_пост_МЗ_05.032024_45.pdf,1461324,2026-05-30T13:54:29Z,2024,yes,2,adult,Диагностика и лечение пациентов взрослое население с миелодиспластическими синдромами пост. МЗ 05.032024 45,D46|Q13,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Диагностика_и_лечение_пациентов_с_первичными_иммунодефицитами_(взрос_население)»_пост_МЗ_РБ_11.10.2022_102).pdf,novoobrazovaniya,КП_Диагностика_и_лечение_пациентов_с_первичными_иммунодефицитами_(взрос_население)»_пост_МЗ_РБ_11.10.2022_102).pdf,568581,2026-05-30T13:54:30Z,2022,yes,3,adult,Диагностика и лечение пациентов с первичными иммунодефицитами (взрос население) пост. МЗ РБ 11.10.2022 102),D82.8|D80|D82.4|D76.1|D82.0|D69.4|D76.3|D72.8|D80.0|D76|D89.8|D84.8,49,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Диагностика_лечение_пациентов_взрос_с_доброкач_забол_прямой_кишки_параректальной_и_копчиковой_области_амбул_пост_МЗ_01.04.2022_№22.pdf,novoobrazovaniya,КП_Диагностика_лечение_пациентов_взрос_с_доброкач_забол_прямой_кишки_параректальной_и_копчиковой_области_амбул_пост_МЗ_01.04.2022_№22.pdf,204428,2026-05-30T13:54:30Z,2022,yes,5,adult,Диагностика лечение пациентов взрос с доброкач забол прямой кишки параректальной и копчиковой области амбулаторных пост. МЗ 01.04.2022 №22,D12|D12.8|D12.9|K60.4|K60.5|K61.1|K61.2|L05|L05.0|L05.9|L29|L29.0,13,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Диагностика_лечение_пациентов_дет_нас_с_болезнями_уха_горла_носа_25.05.2018_46.pdf,novoobrazovaniya,КП_Диагностика_лечение_пациентов_дет_нас_с_болезнями_уха_горла_носа_25.05.2018_46.pdf,802402,2026-05-30T13:54:31Z,2018,no,3,pediatric,Диагностика лечение пациентов детское население с болезнями уха горла носа 25.05.2018 46,H66.2|H66.1|H90.3|H90.4|D10.6|D14.0|D14.1|D17.0|H62.0|H62.2|H60.0|H60.2,102,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Диагностика_лечение_пациентов_с_первичными_иммунодефицитами_детс_нас_пост_МЗ_2024_98.pdf,novoobrazovaniya,КП_Диагностика_лечение_пациентов_с_первичными_иммунодефицитами_детс_нас_пост_МЗ_2024_98.pdf,815343,2026-05-30T13:54:31Z,2024,yes,3,pediatric,Диагностика лечение пациентов с первичными иммунодефицитами детское население пост. МЗ 2024 98,D82.8|D89.8|D80.5|D84.8|D80.0|D80.1|D81.0|D81.1|D81.3|D81.6|D81.7|D81.8,49,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Диагностика_лечение_пациентов_старше_18_лет_вновь_диагностированным_острым_миелоидным_лейкозом_пост_МЗ_2025_123.pdf,novoobrazovaniya,КП_Диагностика_лечение_пациентов_старше_18_лет_вновь_диагностированным_острым_миелоидным_лейкозом_пост_МЗ_2025_123.pdf,375790,2026-05-30T13:54:32Z,2025,yes,2,any,Диагностика лечение пациентов старше 18 лет вновь диагностированным острым миелоидным лейкозом пост. МЗ 2025 123,Q22|P13|P13.1|Q23.3|Q11.2|Q21|Q26.2|Q22.1|P21.3|P23.3|Q34.1|P11.2,21,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Медицинская_реабилитация_детей_с_онкологическими_и_онкогематологическими_заболеваниями_пост_МЗ_2017_52.pdf,novoobrazovaniya,КП_Медицинская_реабилитация_детей_с_онкологическими_и_онкогематологическими_заболеваниями_пост_МЗ_2017_52.pdf,247350,2026-05-30T13:54:32Z,2017,yes,2,pediatric,Медицинская реабилитация детей с онкологическими и онкогематологическими заболеваниями пост. МЗ 2017 52,D33|D35.2,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/КП_Трансплантация_гемопоэтических_стволовых_клеток_пациентам_дет-нас_с_первичными_иммунодефицитами»_пост_МЗ_2025_151.pdf,novoobrazovaniya,КП_Трансплантация_гемопоэтических_стволовых_клеток_пациентам_дет-нас_с_первичными_иммунодефицитами»_пост_МЗ_2025_151.pdf,342377,2026-05-30T13:54:32Z,2025,yes,5,pediatric,Трансплантация гемопоэтических стволовых клеток пациентам детское население с первичными иммунодефицитами пост. МЗ 2025 151,B19,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/пост._МЗ_РБ_от_06.07.2018_№60_(в_ред._пост._МЗ_РБ_от_25.04.2026_№32)_КП_алгоритмы_ЗНО.pdf,novoobrazovaniya,пост._МЗ_РБ_от_06.07.2018_№60_(в_ред._пост._МЗ_РБ_от_25.04.2026_№32)_КП_алгоритмы_ЗНО.pdf,10376891,2026-05-30T13:54:35Z,2026;2018,no,1,any,пост. МЗ РБ от 06.07.2018 №60 (в ред. пост. МЗ РБ от 25.04.2026 №32) КП алгоритмы ЗНО,C06|C07,56,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/novoobrazovaniya/пост._МЗ_РБ_от_25.04.2026_№32_КП_ЗНО_гепатобилиарной_системы_(взрослые)_офиц.pdf,novoobrazovaniya,пост._МЗ_РБ_от_25.04.2026_№32_КП_ЗНО_гепатобилиарной_системы_(взрослые)_офиц.pdf,540168,2026-05-30T13:54:36Z,2026,no,2,adult,пост. МЗ РБ от 25.04.2026 №32 КП ЗНО гепатобилиарной системы (взрослые) офиц,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/oftalmologiya/КП_Диагностика_и_лечение_пациентов_взр_население_с_болезнями_глаза_и_его_придаточного_аппарата_пост_МЗ_05.09.2022_91.pdf,oftalmologiya,КП_Диагностика_и_лечение_пациентов_взр_население_с_болезнями_глаза_и_его_придаточного_аппарата_пост_МЗ_05.09.2022_91.pdf,510504,2026-05-30T13:54:36Z,2022,yes,1,adult,Диагностика и лечение пациентов взрослое население с болезнями глаза и его придаточного аппарата пост. МЗ 05.09.2022 91,S05.6|S05.0|S05.5|S05.2|S05.3|S05.4|H36.0|S05.1|H47.2|H18.1|H18.4|H35.5,80,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/oftalmologiya/КП_Диагностика_лечение_пациентов_детс_население_с_болезнями_глаза_придаточного_аппарата_пост_МЗ_12.09.2023_133.pdf,oftalmologiya,КП_Диагностика_лечение_пациентов_детс_население_с_болезнями_глаза_придаточного_аппарата_пост_МЗ_12.09.2023_133.pdf,538190,2026-05-30T13:54:37Z,2023,yes,1,pediatric,Диагностика лечение пациентов детс население с болезнями глаза придаточного аппарата пост. МЗ 12.09.2023 133,H13.1|H32.0|H26.0|H26.2|H27.0|H27.1|Q12.0|Q12.1|Q15.0|H00|H02.0|H02.1,89,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП Лечение и медицинская реабилитация детей с нарушениями слуха 23.08.2019 № 88.pdf,otorinolaringologiya,КП Лечение и медицинская реабилитация детей с нарушениями слуха 23.08.2019 № 88.pdf,378209,2026-05-30T13:54:37Z,2019,no,2,pediatric,Лечение и медицинская реабилитация детей с нарушениями слуха 23.08.2019 №88,Q16|D14,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_и_лечение_пациентов_д-нас_с_аллергическим_ринитом_пост_МЗ_2025_38.pdf,otorinolaringologiya,КП_Диагностика_и_лечение_пациентов_д-нас_с_аллергическим_ринитом_пост_МЗ_2025_38.pdf,209528,2026-05-30T13:54:37Z,2025,yes,3,pediatric,Диагностика и лечение пациентов детское население с аллергическим ринитом пост. МЗ 2025 38,J30.1|J30.2|J30.3|J30.4,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_лечение_острых_риносинуситов_вз_н_пост_МЗ_2024_175.pdf,otorinolaringologiya,КП_Диагностика_лечение_острых_риносинуситов_вз_н_пост_МЗ_2024_175.pdf,171009,2026-05-30T13:54:38Z,2024,yes,2,adult,Диагностика лечение острых риносинуситов вз н пост. МЗ 2024 175,J00|J01,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_лечение_острых_средних_отитов_дет_пост_МЗ_2024_153.pdf,otorinolaringologiya,КП_Диагностика_лечение_острых_средних_отитов_дет_пост_МЗ_2024_153.pdf,235817,2026-05-30T13:54:38Z,2024,yes,1,pediatric,Диагностика лечение острых средних отитов дет пост. МЗ 2024 153,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_лечение_оториноларингологическими_заболеваниями_в-нас_пост_МЗ_2017_49.pdf,otorinolaringologiya,КП_Диагностика_лечение_оториноларингологическими_заболеваниями_в-нас_пост_МЗ_2017_49.pdf,792225,2026-05-30T13:54:39Z,2017,yes,2,adult,Диагностика лечение оториноларингологическими заболеваниями взрослое население пост. МЗ 2017 49,J31.0|J04.0|J34.2|J30.1|J30.2|J30.3|J30.4|J34.3|J34.0|J34.1|J34.8|J35.0,68,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_лечение_пациентов_в-нас_хроническим_синуситом_пост_МЗ_2025_25.pdf,otorinolaringologiya,КП_Диагностика_лечение_пациентов_в-нас_хроническим_синуситом_пост_МЗ_2025_25.pdf,224145,2026-05-30T13:54:39Z,2025,yes,1,adult,Диагностика лечение пациентов взрослое население хроническим синуситом пост. МЗ 2025 25,J32|J33,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,otorinolaringologiya,КП_Диагностика_лечение_пациентов_взр_нас_нарушениями_вестибулярной_функции_при_болезнях_внутреннего_уха_пост_МЗ_2025_155.pdf,347229,2026-05-30T13:54:40Z,2025,yes,2,adult,Диагностика лечение пациентов взрослое население нарушениями вестибулярной функции при болезнях внутреннего уха пост. МЗ 2025 155,H81.0|H81.1|H81.2|R42,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_лечение_пациентов_д-нас_инородными_телами_нижних_дыхательных_путей_пост_МЗ_2025_12.pdf,otorinolaringologiya,КП_Диагностика_лечение_пациентов_д-нас_инородными_телами_нижних_дыхательных_путей_пост_МЗ_2025_12.pdf,265791,2026-05-30T13:54:40Z,2025,yes,1,pediatric,Диагностика лечение пациентов детское население инородными телами нижних дыхательных путей пост. МЗ 2025 12,T17.4|T17.5|T17.8|T17.9,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_лечение_пациентов_д-нас_хроническим_риносинуситом_пост_МЗ_2025_48.pdf,otorinolaringologiya,КП_Диагностика_лечение_пациентов_д-нас_хроническим_риносинуситом_пост_МЗ_2025_48.pdf,249954,2026-05-30T13:54:40Z,2025,yes,1,pediatric,Диагностика лечение пациентов детское население хроническим риносинуситом пост. МЗ 2025 48,J32|J33,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Диагностика_лечение_пациентов_дет_нас_с_болезнями_уха_горла_носа_25.05.2018_46.pdf,otorinolaringologiya,КП_Диагностика_лечение_пациентов_дет_нас_с_болезнями_уха_горла_носа_25.05.2018_46.pdf,802402,2026-05-30T13:54:41Z,2018,no,3,pediatric,Диагностика лечение пациентов детское население с болезнями уха горла носа 25.05.2018 46,H66.2|H66.1|H90.3|H90.4|D10.6|D14.0|D14.1|D17.0|H62.0|H62.2|H60.0|H60.2,102,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/otorinolaringologiya/КП_Оказание_экстренной_неотложной_медпомощи_пациентам_дет_возраста_пост_МЗ_17.08.2023_118.pdf,otorinolaringologiya,КП_Оказание_экстренной_неотложной_медпомощи_пациентам_дет_возраста_пост_МЗ_17.08.2023_118.pdf,466876,2026-05-30T13:54:41Z,2023,yes,5,pediatric,Оказание экстренной неотложной медпомощи пациентам дет возраста пост. МЗ 17.08.2023 118,T78.0|T78.2|T80.5|T81.1|T88.2|T88.6|T88.7|L50|L50.0|L50.1|L50.2|L50.3,19,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/palliativnaya-pomoshch/КП_Диагностика_лечение_профилактика_пролежней_пациентов_взр_нас_ пост_МЗ_2024_146.pdf,palliativnaya-pomoshch,КП_Диагностика_лечение_профилактика_пролежней_пациентов_взр_нас_ пост_МЗ_2024_146.pdf,419569,2026-05-30T13:54:42Z,2024,yes,4,adult,Диагностика лечение профилактика пролежней пациентов взрослое население пост. МЗ 2024 146,L89,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/palliativnaya-pomoshch/КП_Фармакотерапия_основных_патологических_симптомов_при_оказании_паллиативной_мед_помощи_пациентам_взр_население_пост_МЗ_07-09-2022_96.pdf,palliativnaya-pomoshch,КП_Фармакотерапия_основных_патологических_симптомов_при_оказании_паллиативной_мед_помощи_пациентам_взр_население_пост_МЗ_07-09-2022_96.pdf,588795,2026-05-30T13:54:42Z,2022,yes,1,adult,Фармакотерапия основных патологических симптомов при оказании паллиативной мед помощи пациентам взрослое население пост. МЗ 07-09-2022 96,A02|A03|A04|A06|A07|A09|B05|C01|C03|C08|D04|G04,25,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/palliativnaya-pomoshch/КП_паллиативная_МП_дети_пост_МЗ_04.04.2023_48.pdf,palliativnaya-pomoshch,КП_паллиативная_МП_дети_пост_МЗ_04.04.2023_48.pdf,628799,2026-05-30T13:54:43Z,2023,yes,1,pediatric,паллиативная МП дети пост. МЗ 04.04.2023 48,R25.2|F51.0|F41|K21|R11|R19.6|K13.7|L29|L89|L89.0|L89.1|L89.2,30,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Диагностика_лечение_пациентов_с_психическими_и_поведенческими_расстройствами_врачами_общей_практики_пост_МЗ_2020_13.pdf,psikhiatriya-narkologiya,КП_Диагностика_лечение_пациентов_с_психическими_и_поведенческими_расстройствами_врачами_общей_практики_пост_МЗ_2020_13.pdf,434482,2026-05-30T13:54:43Z,2020,yes,1,any,Диагностика лечение пациентов с психическими и поведенческими расстройствами врачами общей практики пост. МЗ 2020 13,F10|F23|F32|F41.1|F05|F19|F10.0|F10.07|F10.1|F10.3|F10.2|F31,31,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Диагностика_острой_интоксикации_вызванной_употреблением_алкоголя_наркотических_средств_пост_МЗ_08.11.2022_109.pdf,psikhiatriya-narkologiya,КП_Диагностика_острой_интоксикации_вызванной_употреблением_алкоголя_наркотических_средств_пост_МЗ_08.11.2022_109.pdf,215067,2026-05-30T13:54:44Z,2022,yes,1,any,Диагностика острой интоксикации вызванной употреблением алкоголя наркотических средств пост. МЗ 08.11.2022 109,F10|F10.0|F11|F11.0|F12|F12.0|F13|F13.0|F14|F14.0|F15|F15.0,57,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Медицинская_реабилитация_медицинская_абилитация_пациентов_до_18_лет_с_расстройствами_аутистического_спектра_пост_МЗ_2025_54.pdf,psikhiatriya-narkologiya,КП_Медицинская_реабилитация_медицинская_абилитация_пациентов_до_18_лет_с_расстройствами_аутистического_спектра_пост_МЗ_2025_54.pdf,237831,2026-05-30T13:54:44Z,2025,yes,1,mixed,Медицинская реабилитация медицинская абилитация пациентов до 18 лет с расстройствами аутистического спектра пост. МЗ 2025 54,F84,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_невротическими_связанными_со_стрессом_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_невротическими_связанными_со_стрессом_пост_МЗ_2022_108.pdf,224358,2026-05-30T13:54:44Z,2022,yes,1,adult,Оказание медпомощи пациентам невротическими связанными со стрессом пост. МЗ 2022 108,F40|F48|F40.0|F41.1|F41.2|F41.3|F42.9|F43|F43.0|F43.1|F43.2|F44,39,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_аффективными_расстройствами_настроения_взр_и_детс_население_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_аффективными_расстройствами_настроения_взр_и_детс_население_пост_МЗ_2022_108.pdf,214063,2026-05-30T13:54:45Z,2022,yes,1,mixed,Оказание медпомощи пациентам с аффективными расстройствами настроения взр и детс население пост. МЗ 2022 108,F30.0|F30.1|F30.2|F31|F31.0|F31.1|F31.2|F31.3|F31.4|F31.5|F31.6|F31.7,32,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_органическими_включая_симптоматические_психическими_расстройствами_пост_МЗ_2022_№108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_органическими_включая_симптоматические_психическими_расстройствами_пост_МЗ_2022_№108.pdf,248137,2026-05-30T13:54:45Z,2022,yes,1,adult,Оказание медпомощи пациентам с органическими включая симптоматические психическими расстройствами пост. МЗ 2022 №108,F06|F00|F03|F01|F02.0|F02.1|F02.2|F02.3|F02.8|F04|F05|F06.0,27,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_поведенческими_и_эмоциональными_расстройствами_детском_и_подростковом_возрасте_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_поведенческими_и_эмоциональными_расстройствами_детском_и_подростковом_возрасте_пост_МЗ_2022_108.pdf,193070,2026-05-30T13:54:46Z,2022,yes,1,pediatric,Оказание медпомощи пациентам с поведенческими и эмоциональными расстройствами детском и подростковом возрасте пост. МЗ 2022 108,F90|F90.0|F90.1|F91|F93|F93.0|F93.1|F93.2|F94|F94.0|F98|F98.0,20,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_половыми_сексуальными_расстройствами_дисфункциями_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_половыми_сексуальными_расстройствами_дисфункциями_пост_МЗ_2022_108.pdf,205139,2026-05-30T13:54:46Z,2022,yes,1,adult,Оказание медпомощи пациентам с половыми сексуальными расстройствами дисфункциями пост. МЗ 2022 108,F52.0|F52.1|F52.2|F52.3|F52.4|F52.5|F52.6|F52.7|F52.8|F30|F39|F00,17,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/psikhiatriya-narkologiya/КП_Оказание_медпомощи_пациентам_с_психическими_расстройствами_поведения_не_классифицированными_в_других_рубриках_пост_МЗ_2022_108.pdf,psikhiatriya-narkologiya,КП_Оказание_медпомощи_пациентам_с_психическими_расстройствами_поведения_не_классифицированными_в_других_рубриках_пост_МЗ_2022_108.pdf,172933,2026-05-30T13:54:46Z,2022,yes,1,adult,Оказание медпомощи пациентам с психическими расстройствами поведения не классифицированными в других рубриках пост. МЗ 2022 108,F53.0|F53.1|F53.8|F53.9|F53,5,index_csv,clinical,Клинический КП (есть коды МКБ)
